어장명,정점,정점2,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도
금강하구,4,4,35.9897222222222,126.561111111111,하구,2013,10,16,-,14,19.81,0.11,29.6,8.19,6.93,1.48,0.054,0.035,0.004,0.093,0.154,0.007,0.037,0.152,0.63,18,1
금강하구,4,4,35.9897222222222,126.561111111111,하구,2013,8,10,-,14,28.29,0.56,28.59,8.31,7.34,2.92,0.136,0.071,0.006,0.213,0.315,0.011,0.04,0.302,1.9,24.4,1.1
금강하구,4,4,35.9897222222222,126.561111111111,하구,2013,6,9,-,10,17.2,1.36,29.65,7.84,8.13,2.15,0.084,0.049,0.008,0.141,0.25,0.007,0.035,0.165,1.56,31.6,0.7
금강하구,4,4,35.9897222222222,126.561111111111,하구,2013,4,10,-,9,7.91,0.06,29.71,8.15,10.55,4.76,0.035,0.045,0.003,0.083,0.519,0.002,0.087,0.051,15.43,167.6,0.3
금강하구,4,4,35.9897222222222,126.561111111111,하구,2013,2,1,-,9,2.71,0.07,30.21,7.92,11.34,1.8,0.019,0.221,0.004,0.244,0.448,0.018,0.097,0.437,2.62,38.6,0.3
금강하구,1,5,36.1,126.521666666667,김,2022,12,9,맑음,11,9.85,0.1,31.96,8.13,9.52,0.45,0.014,0.069,0.007,0.09,0.121,0.016,0.083,0.244,2.52,10.2,2.5
금강하구,1,5,36.1,126.521666666667,김,2022,10,12,맑음,7,18.45,0.06,31.12,8.11,6.9,1.91,0.043,0.034,0.007,0.083,0.136,0.018,0.033,0.421,1.9,17.2,1
금강하구,1,5,36.1,126.521666666667,김,2022,4,12,맑음,12,9.88,2.27,31.55,8.18,10.6,0.7,0.009,0.002,0,0.011,0.05,0.001,0.013,0.019,6.4,1.16,7
금강하구,1,5,36.1,126.521666666667,김,2022,2,10,맑음,12,4.19,0.03,31.84,7.97,11.57,1.53,0.008,0.002,0.076,0.085,0.137,0.015,0.065,0.246,10.6,8.07,1.9
금강하구,1,5,36.1,126.521666666667,김,2021,12,16,맑음,13,10.43,0.08,31.74,8.11,9.56,0.94,0.011,0.08,0.007,0.098,0.172,0.019,0.035,0.296,1.04,17,1
금강하구,1,5,36.1,126.521666666667,김,2021,10,15,맑음,10,22.81,0.02,30.95,8.11,7.22,1.12,0.048,0.014,0.004,0.066,0.127,0.019,0.029,0.249,4.07,27.8,2.8
금강하구,1,5,36.1,126.521666666667,김,2021,8,3,맑음,12,26.44,0.56,30.69,8.04,7.23,1.08,0.033,0.004,0.001,0.038,0.1,0.012,0.043,0.251,4.9,8.8,4.5
금강하구,1,5,36.1,126.521666666667,김,2021,6,12,맑음,9,19.96,0.11,30.69,8.21,7.8,1.54,0.018,0.005,0.001,0.024,0.116,0.004,0.015,0.195,2.93,10.2,1.6
금강하구,1,5,36.1,126.521666666667,김,2021,2,25,"흐림,비",8,4.55,0.02,31.57,8.16,10.6,0.83,0.012,0.114,0.002,0.128,0.282,0.02,0.029,0.177,3.22,14,1.5
금강하구,1,5,36.1,126.521666666667,김,2020,12,20,맑음,9,7.62,0.02,31.72,8.27,10.22,1.27,0.012,0.03,0.004,0.045,0.082,0.012,0.031,0.11,7.27,17.6,1.5
금강하구,1,5,36.1,126.521666666667,김,2020,8,15,맑음,12,24.55,0.63,25.69,8.07,8.98,2.26,0.024,0.243,0.015,0.281,0.362,0.003,0.027,0.545,13.25,5.2,2
금강하구,1,5,36.1,126.521666666667,김,2020,6,12,흐림(비),8,20.16,0.04,31.33,7.94,7.61,1.05,0.012,0.005,0.001,0.017,0.068,0.004,0.02,0.129,3.15,85,4.4
금강하구,1,5,36.1,126.521666666667,김,2020,6,12,흐림(비),8,20.16,0.04,31.33,7.94,7.61,1.05,0.012,0.005,0.001,0.017,0.068,0.004,0.02,0.129,3.15,85,4.4
금강하구,1,5,36.1,126.521666666667,김,2020,2,9,맑음,8,5.77,0,32,8.13,11.21,1.14,0.008,0.022,0.001,0.031,0.087,0.011,0.032,0.13,15.45,52,1.1
기장,3,1,35.2961111111111,129.319722222222,해조류,2011,12,7,-,44,16.19,2.21,34.22,8.11,6.92,0.43,0.017,0.089,0.011,0.117,0.193,0.018,0.019,0.377,0.18,3.75,21
기장,3,1,35.2961111111111,129.319722222222,해조류,2011,10,10,-,44,10.57,10.56,34.02,7,5.92,0.46,0.01,0.158,0.013,0.181,0.456,0.032,0.038,0.614,0.31,5.55,8.5
기장,3,1,35.2961111111111,129.319722222222,해조류,2011,8,10,-,44,7.91,6.49,34.08,7.54,7.98,0.78,0.013,0.163,0.005,0.18,0.332,0.028,0.046,0.498,0.66,13.2,2.8
기장,3,1,35.2961111111111,129.319722222222,해조류,2011,6,7,-,45,11.12,3.91,34.33,7.69,7.13,0.44,0.025,0.152,0.006,0.183,0.229,0.03,0.036,0.472,0.13,4.7,3.9
기장,3,1,35.2961111111111,129.319722222222,해조류,2011,4,6,-,37,11.94,0.57,34.53,8.26,8.31,2.76,0.013,0.046,0.006,0.065,0.223,0.009,0.043,0.131,7.77,13.8,3.8
기장,3,1,35.2961111111111,129.319722222222,해조류,2011,2,8,-,45,11.41,0.71,34.37,7.97,8.68,0.47,0.013,0.132,0.005,0.151,0.238,0.02,0.026,0.388,0.24,4.15,7
기장,3,2,35.2922222222222,129.318333333333,해조류,2013,12,5,-,43,15.02,0.27,34.13,7.89,6.64,1.25,0.007,0.132,0.007,0.146,0.438,0.025,0.036,0.475,0.84,12.25,5.1
기장,3,2,35.2922222222222,129.318333333333,해조류,2013,10,2,-,43,14.11,8.88,34.04,7.78,4.7,1.52,0.01,0.19,0.004,0.203,0.26,0.033,0.044,0.622,0.32,11.7,9
기장,3,2,35.2922222222222,129.318333333333,해조류,2013,8,5,-,43,12.37,5.89,34.03,7.89,6.25,0.59,0.009,0.15,0.003,0.162,0.219,0.026,0.033,0.477,0.87,9.3,4
기장,3,2,35.2922222222222,129.318333333333,해조류,2013,4,1,-,44,12.12,1.05,34.07,8.05,8.08,0.76,0.022,0.066,0.011,0.1,0.224,0.015,0.037,0.322,0.71,18.75,7
기장,3,2,35.2922222222222,129.318333333333,해조류,2013,1,31,-,43,12.02,0.03,34.06,7.99,8.49,1,0.018,0.089,0.006,0.112,0.22,0.018,0.026,0.283,0.56,5.45,6
기장,6,3,35.2427777777778,129.303888888889,해조류,2011,12,7,-,65,14.75,0.72,34.4,8.18,5.36,0.45,0.014,0.187,0.01,0.211,0.332,0.033,0.035,0.674,0.18,5.9,6.2
기장,6,3,35.2427777777778,129.303888888889,해조류,2011,10,10,-,65,7.55,12.57,34.14,7.24,5.94,0.33,0.008,0.171,0.009,0.189,0.558,0.035,0.041,0.633,0.03,8.5,6.5
기장,6,3,35.2427777777778,129.303888888889,해조류,2011,8,10,-,58,7.54,10.47,34.1,7.61,7.37,0.63,0.017,0.179,0.004,0.199,0.264,0.027,0.033,0.566,0.1,9.4,2.3
기장,6,3,35.2427777777778,129.303888888889,해조류,2011,6,7,-,62,11.29,5.15,34.13,7.79,7.28,0.97,0.029,0.158,0.005,0.192,0.246,0.031,0.036,0.482,0.05,8.2,4
기장,6,3,35.2427777777778,129.303888888889,해조류,2011,4,6,-,33,11.6,1.75,34.51,8.26,8.5,3.06,0.011,0.048,0.004,0.064,0.22,0.01,0.035,0.145,3.14,18.65,6.2
기장,6,3,35.2427777777778,129.303888888889,해조류,2011,2,8,-,62,11.47,0.52,34.37,7.97,8.63,0.57,0.001,0.133,0.005,0.138,0.248,0.02,0.028,0.401,0.3,6.65,7.5
기장,2,4,35.3083333333333,129.3,해조류,2011,12,7,-,36,17.79,0.17,34.06,8.3,7.41,0.26,0.015,0.047,0.009,0.07,0.166,0.01,0.012,0.227,0.59,2.9,20.6
기장,2,4,35.3083333333333,129.3,해조류,2011,10,10,-,36,11.92,9.51,33.95,7.38,5.95,0.48,0.008,0.144,0.014,0.165,0.598,0.019,0.032,0.584,0.56,5.9,7
기장,2,4,35.3083333333333,129.3,해조류,2011,8,10,-,32,8.1,6.41,34.09,7.84,7.71,0.5,0.019,0.156,0.006,0.181,0.28,0.027,0.036,0.463,0.34,5.3,2.5
기장,2,4,35.3083333333333,129.3,해조류,2011,6,7,-,36,10.28,4.18,34.33,7.42,6.89,0.42,0.032,0.154,0.006,0.192,0.256,0.031,0.039,0.495,0.22,6.9,3.5
기장,2,4,35.3083333333333,129.3,해조류,2011,4,6,-,35,12.02,0.72,34.53,8.24,8.44,1.77,0.01,0.029,0.005,0.044,0.146,0.01,0.026,0.105,5.28,5.25,2.8
기장,2,4,35.3083333333333,129.3,해조류,2011,2,8,-,33,11.84,0.46,34.39,8,8.93,0.55,0,0.112,0.006,0.118,0.22,0.019,0.022,0.355,0.59,3.35,6
기장,2,5,35.3005555555556,129.2975,해조류,2013,12,5,-,32,15.17,0.43,34.14,7.9,6.77,1.04,0.008,0.165,0.008,0.181,0.238,0.031,0.035,0.591,1.04,17.3,8
기장,2,5,35.3005555555556,129.2975,해조류,2013,10,2,-,31,15.42,8.71,33.56,7.8,4.74,2.62,0.017,0.054,0.003,0.074,0.201,0.012,0.022,0.248,0.68,11,8
기장,2,5,35.3005555555556,129.2975,해조류,2013,8,5,-,31,12.78,6.46,34.01,7.89,5.96,0.14,0.01,0.15,0.003,0.162,0.246,0.026,0.036,0.486,0.96,6.3,4.7
기장,2,5,35.3005555555556,129.2975,해조류,2013,6,8,-,31,13.95,5.21,34.26,7.88,5.92,0.68,0.016,0.139,0.004,0.158,0.234,0.023,0.036,0.536,0.56,9.5,9
기장,2,5,35.3005555555556,129.2975,해조류,2013,4,1,-,30,12.27,0.75,34.05,8.05,8.26,0.62,0.023,0.055,0.01,0.088,0.197,0.014,0.024,0.324,0.77,5.4,6
기장,2,5,35.3005555555556,129.2975,해조류,2013,1,31,-,30,12.07,0.18,34.07,7.99,8.53,0.69,0.017,0.088,0.006,0.111,0.179,0.018,0.024,0.304,0.53,11.4,5
기장,6,6,35.2252777777778,129.291944444444,해조류,2013,12,5,-,59,14.55,0.41,34.16,7.87,6.74,1.3,0.007,0.208,0.008,0.223,0.284,0.039,0.044,0.724,0.54,6.15,6.5
기장,6,6,35.2252777777778,129.291944444444,해조류,2013,10,2,-,61,10.02,13.49,34.16,7.81,4.62,1.57,0.014,0.211,0.003,0.228,0.375,0.04,0.05,0.704,0.33,7.5,9
기장,6,6,35.2252777777778,129.291944444444,해조류,2013,8,5,-,65,9.83,10.82,34.17,7.92,6.07,0.1,0.008,0.192,0.002,0.203,0.258,0.031,0.036,0.559,0.26,5.5,5.7
기장,6,6,35.2252777777778,129.291944444444,해조류,2013,6,8,-,62,12.25,7.26,34.3,7.88,5.82,0.79,0.011,0.16,0.001,0.172,0.184,0.025,0.035,0.537,0.2,6.6,7
기장,6,6,35.2252777777778,129.291944444444,해조류,2013,4,1,-,64,12.26,2.29,34.05,8.04,8.16,0.73,0.015,0.053,0.009,0.077,0.214,0.012,0.034,0.307,0.5,13.1,10
기장,6,6,35.2252777777778,129.291944444444,해조류,2013,1,31,-,63,12,0.56,34.03,7.99,8.45,0.89,0.015,0.091,0.005,0.111,0.204,0.018,0.041,0.29,0.98,23.4,7
기장,5,7,35.2466666666667,129.288888888889,해조류,2011,12,7,-,48,16.66,0.65,34.05,7.99,6.71,0.63,0.02,0.095,0.011,0.125,0.265,0.02,0.028,0.4,0.13,6.6,10.5
기장,5,7,35.2466666666667,129.288888888889,해조류,2011,10,10,-,44,12.52,8.72,33.72,7.45,5.87,0.53,0.004,0.142,0.017,0.163,0.497,0.026,0.034,0.586,0.77,3.8,10
기장,5,7,35.2466666666667,129.288888888889,해조류,2011,8,10,-,46,7.29,8.23,34.07,7.34,7.9,0.76,0.011,0.183,0.004,0.198,0.292,0.031,0.036,0.605,0.67,12.2,2.2
기장,5,7,35.2466666666667,129.288888888889,해조류,2011,6,7,-,47,9.29,5.41,34.32,7.46,7.3,1.15,0.03,0.152,0.004,0.186,0.295,0.03,0.045,0.482,0.22,9.6,3.1
기장,5,7,35.2466666666667,129.288888888889,해조류,2011,4,6,-,34,11.79,0.85,34.5,8.24,8.4,1.95,0.015,0.046,0.004,0.065,0.203,0.009,0.037,0.125,6.5,13.9,4.3
기장,5,7,35.2466666666667,129.288888888889,해조류,2011,2,8,-,46,11.36,0.79,34.37,7.96,8.7,0.96,0.001,0.134,0.005,0.14,0.253,0.021,0.029,0.396,0.32,7.15,7
기장,1,8,35.3188888888889,129.286666666667,해조류,2011,12,7,-,26,17.76,1.22,34.05,8.14,7.31,0.39,0.013,0.045,0.009,0.067,0.222,0.009,0.014,0.227,0.31,4.4,6.8
기장,1,8,35.3188888888889,129.286666666667,해조류,2011,10,10,-,24,12.76,8.49,33.91,7.03,6.02,0.41,0.007,0.115,0.016,0.138,0.507,0.023,0.029,0.51,1.32,9.75,5.5
기장,1,8,35.3188888888889,129.286666666667,해조류,2011,8,10,-,22,9.24,8.29,34.08,7.87,7.68,0.52,0.016,0.152,0.006,0.174,0.299,0.025,0.031,0.452,0.46,7.8,3
기장,1,8,35.3188888888889,129.286666666667,해조류,2011,6,7,-,22,10.95,7.46,34.26,7.04,6.67,0.65,0.037,0.143,0.006,0.187,0.284,0.03,0.05,0.481,0.51,14.8,2.5
기장,1,8,35.3188888888889,129.286666666667,해조류,2011,4,6,-,14,12.17,1.55,34.52,8.23,8.75,2.13,0.008,0.037,0.004,0.049,0.166,0.006,0.028,0.116,7.25,10.6,2.5
기장,1,8,35.3188888888889,129.286666666667,해조류,2011,2,8,-,11,11.94,1.23,34.43,8,8.91,0.52,0.008,0.113,0.006,0.126,0.263,0.019,0.026,0.36,0.46,3.75,4.2
기장,9,9,35.1858333333333,129.278611111111,해조류,2011,12,7,-,77,13.74,1.44,34.43,8.14,5.29,0.8,0.01,0.216,0.009,0.234,0.315,0.035,0.042,0.72,0.45,7.5,5.7
기장,9,9,35.1858333333333,129.278611111111,해조류,2011,10,10,-,80,8.28,13.19,34.13,7.87,5.64,1.21,0.003,0.129,0.017,0.149,0.53,0.025,0.033,0.531,0.63,5,12
기장,9,9,35.1858333333333,129.278611111111,해조류,2011,8,10,-,75,7.46,12.43,34.08,6.81,7.77,0.99,0.01,0.182,0.002,0.194,0.285,0.03,0.031,0.538,0.05,3.8,3.9
기장,9,9,35.1858333333333,129.278611111111,해조류,2011,6,7,-,79,11.76,7.63,34.21,7.6,7.28,1.13,0.025,0.067,0.006,0.097,0.176,0.015,0.019,0.261,1.58,5.3,9
기장,9,9,35.1858333333333,129.278611111111,해조류,2011,4,6,-,80,11.64,1.25,34.51,8.28,8.47,2.23,0.01,0.046,0.006,0.063,0.185,0.009,0.027,0.209,2.66,13.95,5.8
기장,9,9,35.1858333333333,129.278611111111,해조류,2011,2,8,-,78,11.44,0.4,34.37,7.95,8.58,1.04,0,0.134,0.005,0.139,0.307,0.022,0.035,0.393,0.19,17.9,8
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2022,12,9,맑음,28,16.09,1.34,35.26,7.87,6.96,0.59,0.006,0.113,0.009,0.128,0.183,0.021,0.021,0.469,0.8,8.2,6
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2022,10,21,맑음,27,18.96,2.52,34.33,7.85,6.69,0.89,0.006,0.065,0.006,0.076,0.189,0.011,0.015,0.273,1.69,7.4,10
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2022,8,6,맑음,31,10.7,6.3,34.33,7.67,5.36,0.66,0.005,0.101,0.002,0.108,0.246,0.019,0.333,0.032,0.53,15.7,5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2022,5,30,맑음,26,13.95,3.99,34.35,7.9,5.85,0.68,0.02,0.138,0.008,0.166,0.291,0.03,0.039,0.561,1.96,11.3,2.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2022,4,4,맑음,26,12.24,1.07,34.6,7.77,8.01,0.67,0.038,0.041,0.005,0.083,0.234,0.015,0.029,0.221,0.3,17.9,3.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2022,2,7,맑음,28,12.06,0.23,34.26,8.03,8.2,0.57,0.012,0.093,0.009,0.114,0.205,0.017,0.025,0.392,0.17,12.1,7
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2021,12,6,맑음,28,13.88,0.16,34.03,7.82,6.32,1.28,0.013,0.171,0.007,0.191,0.305,0.027,0.039,0.586,0.28,21.5,3.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2021,10,25,맑음,29,20.45,1.84,33.04,8.07,6.27,0.42,0.013,0.06,0.01,0.082,0.194,0.013,0.022,0.333,0.19,15.5,6
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2021,8,3,맑음,26,14.46,11.28,34.06,7.92,5.17,0.44,0.007,0.156,0.005,0.168,0.276,0.028,0.034,0.595,0.53,9.9,7.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2021,6,7,맑음,28,11.62,4.52,34.38,8.06,6.31,0.51,0.021,0.167,0.005,0.193,0.236,0.031,0.033,0.592,0.2,13.5,3
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2021,4,8,맑음,30,14.09,0.77,34.47,8.25,8.22,0.8,0.025,0.028,0.007,0.061,0.154,0.013,0.02,0.207,0.25,16.8,3.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2021,2,6,맑음,30,13.03,1.51,34.44,7.7,7.89,0.18,0.007,0.093,0.006,0.105,0.226,0.015,0.022,0.336,0.21,6.5,5.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,12,11,맑음,28,14.36,1.06,34.05,8.1,6.17,0.58,0.018,0.121,0.008,0.147,0.316,0.024,0.038,0.467,0.23,7.8,8
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,10,13,맑음,30,20.33,0.76,33.99,8.25,6.71,0.37,0.016,0.03,0.005,0.052,0.162,0.008,0.013,0.15,0.17,14.7,5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,8,3,맑음,25,13.79,3.32,33.98,7.78,5.49,0.89,0.009,0.111,0.002,0.122,0.193,0.029,0.034,0.408,0.23,12.1,3.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,6,1,맑음,28,14.3,2.87,34.31,7.98,5.88,0.02,0.032,0.147,0.008,0.187,0.28,0.028,0.038,0.601,0.3,14.7,4.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,4,6,맑음,26,14.14,0.25,34.37,8.22,8.76,0.97,0.02,0.015,0.002,0.037,0.14,0.008,0.018,0.107,1.04,9.9,4
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,2,3,맑음,26,13.75,2.33,34.25,8.12,7.89,0.5,0.008,0.094,0.009,0.111,0.207,0.016,0.022,0.332,0.34,10.1,2.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2020,2,3,맑음,26,13.75,2.33,34.25,8.12,7.89,0.5,0.008,0.094,0.009,0.111,0.207,0.016,0.022,0.332,0.34,10.1,2.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2019,12,4,맑음,25,15.92,0.23,33.96,8.37,6.64,0.64,0.01,0.112,0.006,0.128,0.21,0.021,0.027,0.415,0.56,9.9,4
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2019,10,28,맑음,25,19.02,1.32,33.12,8.2,6.07,0.69,0.014,0.084,0.012,0.11,0.217,0.02,0.023,0.354,0.68,12.9,5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2019,8,10,맑음,26,15.75,8.89,33.83,8,6.24,0.57,0.012,0.125,0.005,0.142,0.258,0.022,0.031,0.453,2.55,9.9,6
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2019,6,14,맑음,26,18.58,3.31,33.8,8.02,7.16,0.31,0.01,0.015,0.002,0.027,0.154,0.004,0.013,0.211,1.44,10.3,10.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2019,4,13,맑음,24,13.47,1.72,34.28,8.08,7.81,0.17,0.024,0.039,0.006,0.069,0.189,0.013,0.019,0.202,0.76,3.5,3.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2019,2,13,맑음,17,13.04,3.55,34.35,8.04,8.2,0.4,0.013,0.077,0.006,0.096,0.153,0.014,0.018,0.279,1.02,6.5,5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2018,12,1,흐림,27,15.41,0.85,34.05,8.01,6.16,0.78,0.011,0.143,0.007,0.161,0.169,0.017,0.027,0.489,0.57,10.6,4
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2018,10,2,맑음,23,22.21,3.39,33.3,7.89,6.68,0.69,0.014,0.026,0.004,0.044,0.145,0.007,0.011,0.196,0.66,9.8,7
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2018,8,2,맑음,17,24.07,5.4,32.88,8.03,6.42,0.54,0.008,0.008,0,0.017,0.126,0.001,0.01,0.172,1.23,7.1,11
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2018,6,1,맑음,16,14.59,3.9,34.23,7.54,6.84,0.57,0.01,0.057,0.006,0.072,0.213,0.013,0.022,0.322,1.74,7.1,4.5
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2018,4,9,맑음,24,12.25,0.75,34.37,7.76,7.93,0.79,0.018,0.054,0.01,0.082,0.194,0.011,0.028,0.256,0.64,31.1,2
기장,1,10,35.3111111111111,129.277222222222,미역/다시마,2018,2,8,맑음,19,11.35,0.81,34.36,7.87,8.84,0.22,0.006,0.099,0.003,0.109,0.202,0.019,0.024,0.362,0.44,5.6,3.5
기장,1,10,35.3111111111111,129.277222222222,해조류,2017,10,11,흐림,24,19.18,3.22,33.18,8.01,5.98,0.42,0.008,0.061,0.004,0.073,0.207,0.011,0.021,0.27,8.67,2.6,5.5
기장,2,10,35.3111111111111,129.277222222222,해조류,2017,6,1,맑음,18,14.19,1.52,34.41,7.88,6.25,0.73,0.039,0.127,0.005,0.172,0.221,0.025,0.034,0.472,0.47,7.5,3
기장,2,10,35.3111111111111,129.277222222222,해조류,2017,4,3,맑음,18,13.09,2.88,34.75,8.03,8.11,0.68,0.022,0.04,0.006,0.068,0.135,0.011,0.023,0.207,1.13,6.4,2
기장,2,10,35.3111111111111,129.277222222222,해조류,2017,2,1,맑음,15,12.8,0.06,34.08,8.1,8.17,0.83,0.01,0.07,0.006,0.085,0.189,0.014,0.026,0.241,0.48,10.6,2.2
기장,1,10,35.3111111111111,129.277222222222,미역,2016,12,1,맑음,11,16.86,0.54,33.87,8.1,6.88,2.79,0.012,0.082,0.006,0.101,0.166,0.014,0.023,0.308,0.68,6.7,5
기장,1,10,35.3111111111111,129.277222222222,미역,2016,10,12,맑음,16,21.82,0.46,32.71,8.15,6.33,0.55,0.016,0.039,0.013,0.068,0.157,0.006,0.012,0.27,0.45,11.6,5.5
기장,1,10,35.3111111111111,129.277222222222,미역,2016,8,1,맑음,15,14.5,9.68,33.92,7.91,6.85,0.77,0.007,0.074,0.004,0.086,0.216,0.014,0.032,0.306,5.81,4.2,3.5
기장,1,10,35.3111111111111,129.277222222222,미역,2016,6,2,맑음,15,15.45,4.22,34.23,8.04,6.89,1.36,0.009,0.039,0.004,0.052,0.141,0.012,0.017,0.293,4.33,10.4,3
기장,1,10,35.3111111111111,129.277222222222,미역,2016,4,2,맑음,17,12.19,3.91,36.91,7.87,7.95,0.67,0.026,0.072,0.01,0.109,0.188,0.017,0.029,0.272,2.1,10,4
기장,1,10,35.3111111111111,129.277222222222,미역,2016,1,31,구름,17,12.96,2.37,34.68,8.03,7.87,1.12,0.006,0.068,0.004,0.078,0.221,0.014,0.04,0.243,0.8,25.2,1.5
기장,2,10,35.3111111111111,129.277222222222,해조류,2015,12,1,맑음,26,16.28,2.91,34.03,8.01,7.04,1.08,0.007,0.1,0.017,0.123,0.186,0.013,0.026,0.387,0.53,7.6,4
기장,1,10,35.3111111111111,129.277222222222,해조류,2015,10,2,맑음,18,18.71,3.21,33.19,7.96,5.98,1.68,0.028,0.093,0.004,0.125,0.449,0.022,0.075,0.514,0.91,70.2,2.5
기장,1,10,35.3111111111111,129.277222222222,해조류,2015,8,5,맑음,17,12.79,6.53,34.12,7.87,6.2,0.85,0.01,0.144,0.005,0.159,0.222,0.027,0.035,0.565,3.05,5.7,2.5
기장,1,10,35.3111111111111,129.277222222222,해조류,2015,6,1,맑음,15,15.97,6.31,34.4,8.04,7.85,0.84,0.012,0.026,0.002,0.04,0.175,0.005,0.018,0.199,5.67,7.4,3.5
기장,1,10,35.3111111111111,129.277222222222,해조류,2015,4,6,비,16,12.91,1.72,34.37,8.06,8.33,0.61,0.018,0.078,0.006,0.102,0.162,0.017,0.018,0.357,0.98,39.7,2.5
기장,1,10,35.3111111111111,129.277222222222,해조류,2015,2,2,맑음,16,12.29,0.34,34.46,8.05,8.31,0.61,0.015,0.097,0.006,0.118,0.292,0.015,0.027,0.327,1.2,11.15,3
기장,2,10,35.3111111111111,129.277222222222,해조류,2014,12,6,맑음,16,14.97,0.04,34.22,7.88,6.01,0.42,0.012,0.172,0.005,0.189,0.23,0.03,0.04,0.622,0.42,7.55,3
기장,2,10,35.3111111111111,129.277222222222,해조류,2014,10,16,맑음,17,21.3,1.46,34.71,8.04,6.52,0.58,0.031,0.022,0.002,0.032,0.118,0.013,0.018,0.341,0.54,7.4,3
기장,2,10,35.3111111111111,129.277222222222,해조류,2014,8,31,맑음,16,15.74,9.12,34.03,7.76,6.69,1.1,0.003,0.044,0.004,0.051,0.16,0.009,0.017,0.315,5.19,5.7,4.5
기장,2,10,35.3111111111111,129.277222222222,해조류,2014,6,7,맑음(바람),15,19,1.37,34,7.99,7.72,0.35,0.008,0.003,0.001,0.012,0.103,0.002,0.011,0.215,1.18,2.5,7
기장,2,10,35.3111111111111,129.277222222222,해조류,2014,4,2,맑음,15,13.19,1.56,34.28,7.88,8.34,1.34,0.029,0.06,0.003,0.072,0.157,0.01,0.018,0.282,1.11,4.25,5
기장,2,10,35.3111111111111,129.277222222222,해조류,2014,2,23,맑음,14,11.97,0.44,34.35,8.04,8.47,0.49,0.008,0.062,0.005,0.075,0.165,0.012,0.02,0.256,0.67,2.75,4
기장,1,10,35.3111111111111,129.277222222222,해조류,2013,12,5,-,15,15.16,0.47,34.13,7.89,6.87,1.2,0.009,0.201,0.01,0.22,0.357,0.039,0.043,0.731,0.89,5.75,4
기장,1,10,35.3111111111111,129.277222222222,해조류,2013,10,2,-,16,23.48,0.02,32.58,8.04,6.53,1.31,0.015,0.02,0.002,0.037,0.207,0.004,0.015,0.113,0.9,3.7,5
기장,1,10,35.3111111111111,129.277222222222,해조류,2013,8,5,-,15,15.28,6.82,33.81,8.01,7.05,0.6,0.008,0.036,0.001,0.045,0.155,0.011,0.022,0.3,2.29,11.5,3.5
기장,1,10,35.3111111111111,129.277222222222,해조류,2013,4,1,-,14,12.99,1.82,34.05,8.08,8.64,0.6,0.024,0.046,0.007,0.077,0.199,0.01,0.017,0.247,1.24,3.75,6
기장,1,10,35.3111111111111,129.277222222222,해조류,2013,1,31,-,15,12.21,1.15,34.08,7.99,8.23,0.82,0.017,0.087,0.006,0.11,0.198,0.018,0.024,0.286,0.55,4.25,4
기장,5,11,35.2369444444445,129.275555555556,해조류,2013,12,5,-,46,14.91,0.5,34.13,7.88,6.63,1.28,0.009,0.173,0.008,0.19,0.288,0.033,0.038,0.616,0.9,19.15,6
기장,5,11,35.2369444444445,129.275555555556,해조류,2013,10,2,-,46,17.92,5.69,33.19,7.82,4.63,1.76,0.015,0.109,0.007,0.131,0.194,0.022,0.031,0.421,0.49,6.5,10
